,Do not Touch This Cell,,,,,,,,,,,,,,,,,,,,,,,,,JP Server Start,2021-02-24,,,,,Today's Date UTC,,Whale,Huge Spender,,,WATCH MY BANNER PREVIEW VIDEO,,,,,,,5.2,,Misc,1800,,,,,,,Date Mult,0.7,,,k1,,,,,,,,,,,,,,
,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,Stay Gold,,,,,,,,,,,,,,,,,,,,150,2027-06-25 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,363,,,,,,,,,,,,,,,
,Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),Ikuno Dictus (New Year) + Sakura Laurel (New Year),,,,,,,,,,,,,,,,,,,,150,Last Day,,,,,,,,,Uma,Support,Length,9,,,,,,,,,,,,,,,
,Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),Gentildonna (Rerun),,,,,,,,,,,,,,,,,,,,150,Autumn G1 Celebration Missions Part 3 (Asahi Hai Futurity Stakes),,,,,,,,,0,0,Dropdown,FALSE,,,,,,,,,,,,,,,
,Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),Orfevre (Rerun),,,,,,Satono Crown,,Marvelous Sunday,Jungle Pocket,Mejiro McQueen,Manhattan Cafe,Super Creek,Narita Brian,Mayano Top Gun,Tokai Teio,TM Opera O,Mei Satake,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),Bubble Gum Fellow (New Year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,Kiseki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),Taiki Shuttle (Valentine) + Sounds of Earth (Valentine),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,Royce and Royce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027-06-18,2027-06-24,,,,,,,,,,,,,,,
,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,Almond Eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banner Type,-1,2027-06-18 22:00:00,2027-06-24 21:59:59,,,,,,,,,,,,,,,
,Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),Loves Only You (Beyond Dreams),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,1023,,,,,,,77,77,95,109,2027-06-18 22:00:00,14,2027-06-23 21:59:59,,
,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,Victoire Pisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,722,,,,,,,,,,,,,,,
,Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),Sakura Bakushin O (Ballroom) + North Flight (Ballroom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-14,2023-12-20,D-Day,357,,,,,,,,,,,,,,,
,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,Lucky Lilac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pull Tickets,,Finals Day,362,,,,,,,,,,,,,,,
,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,Admire Groove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uma,Support,Length,6,,,,,,,,,,,,,,,
,Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),Fuji Kiseki (Cheerleader) + Jungle Pocket (Cheerleader),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dropdown,FALSE,,,,,,,,,,,,,,,
,Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),Fenomeno + Nakayama Festa + (Christmas) + Stay Gold + Dream Journey + (Christmas) + Orfevre + Gold Ship (Summer) + (Project L'Arc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,1080,2027-06-23 22:00:00,k1,0,2027-07-01 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,,,,,,,,,,,,,,1080,First Day,Hours,0,Throughout,,,,,,,,2027-06-23,2027-07-01,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-20,2023-12-28,2027-06-23,2027-07-01,,362 Days,,,,,,,,,,,,,,80,Uma Story Ch 1-4,,,,,,,,,Banner Type,1,2027-06-23 22:00:00,2027-07-01 21:59:59,Cheval Grand,Vivlos,,Cheval Grand,Vivlos,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,6th Racing Carnival,,,,,,,,,JP,,JP Datedif,1029,,,,,,,80,80,97,111,2027-06-23 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,727,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-20,2023-12-28,D-Day,362,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,2027-07-01 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,369,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,Last Day,,,,,,,,,Uma,Support,Length,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,Autumn G1 Celebration Missions Part 3 (Arima Kinen),,,,,,,,,3,3,Dropdown,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheval Grand,,Vivlos,,Royce and Royce,,,,,,,,,,150,Autumn G1 Celebration Missions Part 3 (Hopeful Stakes),,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,Autumn G1 Celebration Missions Part 3 (Tokyo Daishoten),,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,Free Pulls,,,,,,,,,,,,,1500,2027-06-28 22:00:00,k1,10460,2027-07-10 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,Uma,Support,,,,,,,,,,,,1500,First Day,Hours,10460,Throughout,,,,,,,,2027-06-28,2027-07-10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-28,2024-01-09,2027-06-28,2027-07-10,,367 Days,0,100,,,,,,,,,,,,1500,New Year Login Gift,,600,New Year Countdown,,,,,,Banner Type,1,2027-06-28 22:00:00,2027-07-10 21:59:59,Kitasan Black (Anime Collab),Duramente + Satono Diamond,,Kitasan Black (Anime Collab),Duramente + Satono Diamond,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,New Year Login Bonus,,,,,,JP,,JP Datedif,1037,,,,,,,82,82,101,116,2027-06-28 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160,"Event Rewards (Story, Bingo, Event Pt)",,,,,,Start Date,End Date,Global Datedif,732,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,Masters Challenge,,,,,,2023-12-28,2024-01-09,D-Day,367,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2027-07-10 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,378,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Last Day,,250,Legend Race (Sakura Chiyono O),,,,,,Uma,Support,Length,12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3* Uma Selector,,,,,,,,,,250,Legend Race (Mihono Bourbon),,,,,,2,2,Dropdown,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kitasan Black,,Duramente,Satono Diamond,,,,1 Paid ($21),,Carvers of History,Twin Turbo,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Anime Collab),,100x Free Pulls,,,,,Up to Cheval Grand,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,0,2027-07-07 22:00:00,k1,0,2027-07-17 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,,,,,,,,,,,,,,0,First Day,Hours,0,Throughout,,,,,,,,2027-07-07,2027-07-17,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-09,2024-01-19,2027-07-07,2027-07-17,,376 Days,,,,,,,,,,,,,,,,,,,,,,,,Banner Type,2,2027-07-07 22:00:00,2027-07-17 21:59:59,Nice Nature (New Year),El Condor Pasa + Wonder Acute + K.S. Miracle + Daiwa Scarlet + Symboli Rudolf + Agnes Tachyon + Mejiro Ramonu + Mihono Bourbon + Aston Machan + Mei Satake,,Nice Nature (New Year),El Condor Pasa + Wonder Acute + K.S. Miracle + Daiwa Scarlet + Symboli Rudolf + Agnes Tachyon + Mejiro Ramonu + Mihono Bourbon + Aston Machan + Mei Satake,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,1049,,,,,,,82,82,101,116,2027-07-07 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,741,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-09,2024-01-19,D-Day,376,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2027-07-17 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,385,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Last Day,,,,,,,,,Uma,Support,Length,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Dropdown,FALSE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nice Nature,,El Condor Pasa,Wonder Acute,K.S. Miracle,Daiwa Scarlet,Symboli Rudolf,Agnes Tachyon,Mejiro Ramonu,Mihono Bourbon,Aston Machan,Mei Satake,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(New Year),,,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Starts In,,,,,,,,,,,,,,,,,,,,,,,,,,2027-07-09,2027-07-15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12,2024-01-18,2027-07-09,2027-07-15,,378 Days,,,,,,,,,,,,,,,,,,,,,,,,Banner Type,-1,2027-07-09 22:00:00,2027-07-15 21:59:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,LoH #5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,1052,,,,,,,82,82,103,118,2027-07-09 22:00:00,,,5,2027-07-13 21:59:59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,743,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12,2024-01-18,D-Day,378,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2100m,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pull Tickets,,Finals Day,383,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uma,Support,Length,6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dropdown,FALSE,,,,,,,,,,,,,,,
